経度,緯度,所在地コード,用途,連番,年次,前年所在地コード,前年用途,前年連番,市区町村名,住居表示,行政,地積,利用の現況,利用状況表示,建物構造,施設,形状区分,間口（比率）,奥行（比率）,階層（地上）,階層（地下）,前面道路区分,前面道路の方位区分,前面道路の幅員,前面道路の舗装状況,側道区分,側道方位区分,周辺の土地の利用の現況,駅名,駅距離,用途区分,防火区分,都市計画区分,森林区分,公園区分,建蔽率,容積率,共通地点区分,選定年次ビット,Ｓ５８価格,Ｓ５９価格,Ｓ６０価格,Ｓ６１価格,Ｓ６２価格,Ｓ６３価格,Ｈ１価格,Ｈ２価格,Ｈ３価格,Ｈ４価格,Ｈ５価格,Ｈ６価格,Ｈ７価格,Ｈ８価格,Ｈ９価格,Ｈ１０価格,Ｈ１１価格,Ｈ１２価格,Ｈ１３価格,Ｈ１４価格,Ｈ１５価格,Ｈ１６価格,Ｈ１７価格,Ｈ１８価格,Ｈ１９価格,Ｈ２０価格,Ｈ２１価格,Ｈ２２価格,Ｈ２３価格,Ｈ２４価格,Ｈ２５価格,Ｈ２６価格,Ｈ２７価格,Ｈ２８価格,Ｈ２９価格,Ｈ３０価格,属性移動Ｓ５９,属性移動Ｓ６０,属性移動Ｓ６１,属性移動Ｓ６２,属性移動Ｓ６３,属性移動Ｈ１,属性移動Ｈ２,属性移動Ｈ３,属性移動Ｈ４,属性移動Ｈ５,属性移動Ｈ６,属性移動Ｈ７,属性移動Ｈ８,属性移動Ｈ９,属性移動Ｈ１０,属性移動Ｈ１１,属性移動Ｈ１２,属性移動Ｈ１３,属性移動Ｈ１４,属性移動Ｈ１５,属性移動Ｈ１６,属性移動Ｈ１７,属性移動Ｈ１８,属性移動Ｈ１９,属性移動Ｈ２０,属性移動Ｈ２１,属性移動Ｈ２２,属性移動Ｈ２３,属性移動Ｈ２４,属性移動Ｈ２５,属性移動Ｈ２６,属性移動Ｈ２７,属性移動Ｈ２８,属性移動Ｈ２９,属性移動Ｈ３０
501240.341,128601.619,13228,000,009,2018,13228,000,009,あきる野,東京都　あきる野市留原字東３２番２,13228,131,10000000000000000,_,W2,101,_,010,012,02,0,市区町村道,南,0060,_,_,_,一般住宅のほか畑等も見られる住宅地域,武蔵五日市,1500,1低専,_,市街化,_,_,40,80,false,000000000000000000011111111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85000,78000,71500,69300,69300,72000,73000,68000,64000,63000,62500,62500,62000,62000,62000,62000,62000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,40000000000000,10000000000000,10000000000000,20000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000
501259.413,128296.664,13900,020,005,2018,13900,020,005,東京（林）,東京都　八王子市裏高尾町１８７６番外,13900,8157,00000000000000010,_,_,000,_,000,000,00,0,都道府県道,_,0050,_,_,_,標高３００ｍ、北傾斜約３０度の人工造林地域,高尾,4400,_,_,調区,地森計,_,0,0,false,000111111111111111111111111111111111,0,0,0,5500000,6500000,7000000,7000000,7200000,7200000,6620000,6220000,5600000,5050000,4800000,4550000,4100000,3300000,2900000,2600000,2100000,1650000,1290000,1040000,960000,960000,960000,920000,890000,860000,834000,813000,785000,747000,732000,730000,728000,00000000000000,00000000000000,40000000000000,10000000000000,10000000000000,11000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,20000000000000,10000000000000,10000000000000,10000000000000,10000000000000,20000000000000,10000000000000,20000000000000,10000000000000,10000000000000,10000000000000,10000000000000,11000000000000,10000000000000,10000000000000,11000000000000,10000000000000,10000000000000,10000000000000,10000000000000
501264.590,128809.154,13205,000,003,2018,13205,000,003,青梅,東京都　青梅市畑中三丁目４８３番２,13205,136,10000000000000000,_,W2,101,_,010,020,02,0,市区町村道,南東,0048,_,_,_,一般住宅の中に畑等も見られる住宅地域,青梅,2300,1低専,_,市街化,_,_,40,80,false,000000000000000000001111111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84000,75000,72000,71000,72000,72000,68900,64300,63000,61800,61300,61300,60700,59700,58800,57700,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,40000000000000,10000000000001,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000
501271.250,128947.368,13205,000,015,2018,13205,000,015,青梅,東京都　青梅市成木八丁目１８１番２,13205,171,10000000000000000,_,W2,100,台形,025,010,02,0,都道府県道,南,0080,_,_,_,農家、一般住宅が見られる都道沿いの住宅地域,東青梅,4600,_,_,調区,_,_,40,80,false,111111111111111111111111111111111111,39600,39800,40200,40800,50000,76500,76500,76500,76500,74000,72000,71000,71000,70000,69000,65500,59000,56000,51000,47000,43000,38000,36000,35500,35500,35500,34000,32000,31300,30400,29800,29700,29500,29200,28900,28400,10000100000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000010000000,11000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000011,10000000000000,10000000000011,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,20000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000
501293.051,128832.265,13205,000,004,2018,13205,000,004,青梅,東京都　青梅市大柳町１５８５番９,13205,164,10000000000000000,_,W2,111,_,010,015,02,0,市区町村道,南東,0060,_,_,_,中規模一般住宅が建ち並ぶ住宅地域,青梅,1300,1住居,準防,市街化,_,_,60,150,false,111111111111111111111111111111111111,148000,150000,152000,155000,186000,243000,240000,240000,240000,235000,223000,220000,219000,214000,212000,202000,178000,168000,155000,141000,128000,118000,114000,114000,118000,119000,113000,106000,104000,102000,101000,101000,101000,100000,99000,97000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000001000000,10000000000000,10000000000000,11000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000011,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000010000000,10000000000000,10000000000000
501294.337,128658.066,13305,000,001,2018,13305,000,001,日の出,東京都　西多摩郡日の出町大字平井字中野２１９６番１６７,13305,162,10000000000000000,_,W2,111,_,010,015,02,0,市区町村道,南,0050,_,_,_,中規模一般住宅が建ち並ぶ丘陵地の住宅地域,武蔵増戸,1500,1低専,_,市街化,_,_,40,80,false,111111111111111111111111111111111111,109000,111000,112000,112000,131000,193000,190000,190000,190000,189000,183000,177000,177000,173000,170000,160000,130000,122000,109000,102000,93000,89000,85300,84400,84400,84400,73000,66500,65500,64500,64200,64200,64200,63600,63200,63100,10000000000011,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000001000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000
501300.271,128631.384,13228,000,008,2018,13228,000,008,あきる野,東京都　あきる野市伊奈字前原１２５８番２７,13228,154,10000000000000000,_,W2,101,_,012,010,02,0,市区町村道,東,0045,_,_,_,中小規模の一般住宅が建ち並ぶ住宅地域,武蔵増戸,600,1低専,_,市街化,_,_,40,80,false,000000001111111111111111111111111111,0,0,0,0,0,0,0,0,205000,200000,196000,190000,188000,185000,182000,173000,148000,139000,132000,119000,108000,94000,91000,91000,97000,100000,94500,92000,91500,91300,91300,92200,92800,92800,92800,92800,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,40000000000000,10000000000000,10000000000000,10000000000000,10000100000000,21000001000011,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000010000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000
501316.789,123749.189,13363,005,001,2018,13363,005,001,新島,東京都　新島村本村５－５－１７,13363,721,11000000000000000,_,RC2,101,_,010,012,02,0,市区町村道,北東,0060,_,側道,北西,店舗、民宿等が混在している商業地域,新島港,1500,_,_,非線引,_,_,70,200,false,000000000011111111111111111111111111,0,0,0,0,0,0,0,0,0,0,10300,10300,10300,10300,10300,10300,10300,10300,10200,10300,10300,10300,10300,10300,10300,10300,10300,10300,10300,10300,10200,10100,10000,10000,10000,10000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,40000000000000,10000000000000,11000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000011,10000000000000,10000000000000,10000000000000,10000100000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000
501317.125,123742.569,13363,000,001,2018,13363,000,001,新島,東京都　新島村本村５－４－９,13363,864,10000000000000000,_,RC2,101,_,010,020,02,0,市区町村道,南,0070,_,_,_,一般住宅、民宿、店舗等が混在する住宅地域,新島港,1300,_,_,非線引,_,_,70,200,false,000000000000000001111111111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7500,7400,7500,7500,7500,7500,7500,7500,7500,7500,7500,7500,7500,7400,7300,7200,7200,7200,7200,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,40000000000000,10000000000000,10000000000000,10000000000000,10000000000011,10000000000000,10000000000000,10000000000000,10000100000000,10000000000000,10000000000000,10000000000000,10000010000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000
501324.720,128843.507,13205,005,001,2018,13205,005,001,青梅,東京都　青梅市仲町２９５番外,13205,565,01000000000000000,_,RC3,111,_,010,030,03,0,都道府県道,南,0112,_,背面道,_,小売店舗、銀行等が建ち並ぶ古くからの商業地域,青梅,220,商業,防火,市街化,_,_,80,500,false,000000000000000001111111111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,299000,269000,230000,180000,165000,159000,159000,169000,171000,160000,147000,144000,142000,141000,141000,141000,140000,140000,140000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,40000000000000,10000000000000,10000000000000,10000000000000,10000000000010,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,11000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10001000000000,10000000000000,10000000000000
501334.977,128533.465,13201,000,069,2018,13201,000,069,八王子,東京都　八王子市上川町１７４８番１,13201,144,10000000000000000,_,W2,101,_,010,010,02,0,市区町村道,南西,0040,_,_,_,農家住宅等が見られる農地の多い住宅地域,八王子,10000,_,_,調区,_,_,40,80,false,000000000000000001111111111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70000,63000,54000,47000,42000,41000,41000,41000,41000,37000,35500,34500,34000,33700,33600,33500,33500,33500,33500,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,40000000000000,10000000000000,10000000000000,10000000000000,10000000000011,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000110000000,10000000000000,20000000000000,10000000000000,10000000000000,10000000000000,10000010000000,10000000000000
501344.846,128420.757,13201,000,031,2018,13201,000,031,八王子,東京都　八王子市西寺方町２６番８,13201,244,10000000000000000,_,S2,101,台形,010,015,02,0,都道府県道,北,0090,_,側道,北東,一般住宅の中に店舗等が見られる住宅地域,高尾,4500,2中専,準防,市街化,_,_,60,200,false,111111111111111111111111111111111111,118000,120000,124000,129000,162000,240000,240000,247000,242000,234000,230000,220000,210000,208000,203000,185000,170000,150000,130000,110000,95000,86000,82000,82000,87000,86000,77000,74000,72000,71000,71000,70500,70000,70000,70000,70000,10000000000000,10001000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000001000000,10000000000000,10000000000000,10000010000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000100000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10010000000000,10000000000000,10000000000000
501349.081,128838.643,13205,000,005,2018,13205,000,005,青梅,東京都　青梅市西分町三丁目８４番１５,13205,100,10000000000000000,_,W2,111,_,010,030,02,0,市区町村道,北,0043,_,_,_,一般住宅のほかに共同住宅も存する住宅地域,青梅,620,1住居,準防,市街化,_,_,60,150,false,000000000000000000001111111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150000,140000,136000,137000,142000,144000,136000,131000,130000,128000,128000,128000,128000,127000,126000,124000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,40000000000000,10000000000011,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000
501359.323,128664.789,13305,000,003,2018,13305,000,003,日の出,東京都　西多摩郡日の出町大字平井字三吉野宿通１２９９番１０,13305,108,10000000000000000,_,W2,101,_,010,015,02,0,私道,東,0050,_,_,_,一般住宅のほか農地、空地が混在する住宅地域,武蔵引田,1500,1低専,_,市街化,_,_,40,80,false,000000000000000000011111111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103000,92000,87000,84000,84000,87000,87000,85000,81000,79500,78000,78000,78000,78000,78300,78300,78300,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,40000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000
