S12_001,S12_033
根岸,0
会津坂下,816
塔寺,0
郷戸,0
会津高田,0
会津柳津,0
新鶴,0
西若松,1288
会津横田,0
越後広瀬,0
会津川口,128
会津西方,0
藪神,0
会津蒲生,0
上条,0
会津桧原,0
会津塩沢,0
入広瀬,0
早戸,0
会津水沼,0
小出,0
本名,0
会津中川,0
会津越川,0
越後須原,0
大白川,0
魚沼田中,0
会津大塩,0
只見,0
会津宮下,82
上二田,0
出戸浜,0
男鹿,866
追分,0
船越,1250
羽立,0
二田,666
脇本,0
天王,0
水道橋,166702
飯田橋,187924
御茶ノ水,209632
中野,292800
東中野,81074
中野,0
吉祥寺,283280
西荻窪,88954
荻窪,176576
中野,0
阿佐ヶ谷,89332
高円寺,100678
大久保,52840
神田,202680
四ツ谷,191092
市ヶ谷,122368
信濃町,50682
代々木,139334
新宿,1538614
千駄ヶ谷,36854
塩尻,8194
八王子,170186
国分寺,223358
初狩,0
川岸,0
富士見,1934
すずらんの里,0
甲府,29594
西国分寺,58600
武蔵境,135334
小淵沢,2916
東小金井,61004
青柳,0
春日居町,0
鳥沢,0
岡谷,6540
みどり湖,0
韮崎,5164
小野,310
笹子,0
武蔵小金井,122070
日野春,1218
東山梨,0
酒折,4548
信濃境,322
上野原,10424
大月,10834
塩崎,2224
新府,0
藤野,4842
塩山,4162
西八王子,64604
長坂,0
国立,107424
上諏訪,8776
甲斐大和,0
四方津,3360
豊田,68002
穴山,0
信濃川島,0
辰野,1180
石和温泉,5862
竜王,4542
梁川,0
相模湖,4652
高尾,58142
下諏訪,4280
猿橋,2802
茅野,7582
立川,0
勝沼ぶどう郷,902
山梨市,3566
立川,331290
三鷹,191936
日野,54624
津軽浜名,0
三厩,46
青森,10684
中小国,0
蟹田,328
今別,0
奥内,0
瀬辺地,0
左堰,0
中沢,0
津軽二股,0
大平,0
郷沢,0
蓬田,0
津軽宮田,0
油川,810
大川平,0
後潟,72
鶴見,160364
鶴見小野,0
扇町,0
浜川崎,0
安善,0
弁天橋,0
大川,0
新芝浦,0
昭和,0
浅野,0
国道,0
浅野,0
武蔵白石,0
海芝浦,0
大釜,940
小岩井,936
雫石,1106
春木場,0
赤渕,0
盛岡,0
盛岡,0
生田,0
田沢湖,610
刺巻,0
神代,0
角館,1224
羽後長野,160
北大曲,0
鶯野,0
鑓見内,0
大曲,0
羽後四ツ屋,0
品川,0
新橋,0
大森,190378
浜松町,310588
品川,0
田町,305248
東京,0
東京,0
東京,0
西大井,30334
新橋,542056
大井町,208460
品川,0
東京,879108
有楽町,339100
川崎,0
横浜,829366
新川崎,54528
新子安,45868
鶴見,0
蒲田,288144
横浜,0
保土ヶ谷,67226
国府津,12134
熱海,0
熱海,20114
戸塚,222810
平塚,0
大磯,16102
早川,2710
辻堂,115820
茅ヶ崎,112132
東戸塚,116800
平塚,123688
大船,198278
二宮,27446
小田原,68968
根府川,0
鴨宮,25316
湯河原,11844
藤沢,216410
真鶴,6752
成東,0
求名,4306
大網,0
福俵,0
東金,8578
二戸,1554
いわて沼宮内,164
八戸,8912
盛岡,0
北上,0
水沢江刺,2032
一ノ関,0
新花巻,0
古川,0
くりこま高原,2152
仙台,0
福島,0
白石蔵王,1724
郡山,0
那須塩原,0
新白河,0
宇都宮,0
小山,0
上野,0
大宮,0
東京,0
西平内,137
三沢,2568
小湊,861
狩場沢,44
向山,54
清水川,168
下田,497
矢幅,5916
野辺地,1504
小川原,28
小柳,1055
矢田前,1259
千曳,5
上北町,586
野内,1054
陸奥市川,364
浅虫温泉,679
仙北町,3140
乙供,472
岩手飯岡,4764
盛岡,35558
東青森,1302
青森,0
北上,7654
陸中折居,0
石越,632
前沢,1092
花巻空港,1398
六原,464
平泉,946
金ヶ崎,1170
花泉,736
一ノ関,8952
古館,1560
石鳥谷,2260
水沢,3732
有壁,0
村崎野,1874
清水原,0
紫波中央,0
山ノ目,0
油島,0
日詰,1062
花巻,6656
岩沼,14246
仙台,174680
小牛田,4194
塩釜,5862
国府多賀城,2130
鹿島台,3336
品井沼,676
岩切,9126
利府,5438
松島,1778
館腰,4562
新田,484
東仙台,6926
田尻,894
梅ヶ沢,0
松山町,1206
瀬峰,1006
新利府,0
名取,25016
南仙台,19768
長町,17534
愛宕,0
陸前山王,0
槻木,5666
東白石,0
福島,33072
桑折,1262
白石,5872
船岡,6714
北白川,0
藤田,1284
東福島,1460
福島,0
大河原,6676
貝田,0
越河,0
伊達,1882
郡山,0
豊原,0
矢吹,2268
黒磯,4556
白坂,0
日和田,0
松川,2276
泉崎,0
白河,1330
金谷川,5860
南福島,3710
五百川,0
黒田原,1016
鏡石,1760
高久,0
郡山,36220
安達,1636
安積永盛,4712
須賀川,4614
杉田,0
新白河,5998
西那須野,7374
二本松,3810
本宮,3614
那須塩原,10376
久田野,0
宇都宮,73168
宝積寺,4404
石橋,9712
古河,26946
氏家,6250
片岡,1468
間々田,8666
蒲須坂,676
小山,44068
岡本,4118
野崎,2398
自治医大,7390
小金井,8056
雀宮,9230
矢板,5654
野木,9782
田端,0
日暮里,0
秋葉原,0
西日暮里,200552
上野,0
上野,365386
秋葉原,0
上野,0
日暮里,0
尾久,18084
上野,0
御徒町,133950
鶯谷,49222
王子,127380
上中里,15280
赤羽,0
大宮,0
大宮,0
浦和,179926
栗橋,24300
南浦和,0
北戸田,41120
新白岡,13706
北与野,18692
与野本町,30124
さいたま新都心,100138
蓮田,42096
東鷲宮,20198
与野,52102
久喜,71664
白岡,25820
東大宮,65284
西川口,111838
北浦和,104660
武蔵浦和,0
東十条,45966
川口,166040
戸田公園,68258
大宮,505538
南与野,35324
浮間舟渡,42684
北赤羽,37698
赤羽,187068
戸田,38778
蕨,120268
土呂,30380
中浦和,26068
東京,0
東京,0
東京,0
神田,0
安房鴨川,2688
蘇我,66246
岩井,570
巖根,3602
太海,134
五井,37338
保田,546
千歳,0
木更津,27792
上総湊,1576
大貫,2254
袖ヶ浦,9746
佐貫町,522
江見,140
南三原,1002
館山,3572
浜野,14560
千倉,756
八幡宿,23784
那古船形,370
九重,0
青堀,3148
竹岡,0
浜金谷,600
姉ヶ崎,20824
和田浦,0
安房勝山,662
長浦,12176
富浦,458
君津,16552
津田山,7542
宿河原,16050
武蔵新城,71756
久地,27898
武蔵溝ノ口,169150
尻手,28484
平間,28688
浜川崎,0
矢向,36268
川崎,418960
川崎新町,4522
八丁畷,3098
向河原,25152
武蔵小杉,256158
鹿島田,37340
武蔵中原,69818
矢川,16152
立川,0
稲田堤,52506
矢野口,20142
中野島,29290
西国立,20706
登戸,163328
分倍河原,80700
府中本町,34642
稲城長沼,14632
谷保,20720
南多摩,14090
鶴田,2864
宇都宮,0
文挟,0
鹿沼,4166
下野大沢,1490
日光,2048
今市,2226
大形,2512
佐々木,1770
東新潟,3688
豊栄,7438
新潟,0
黒山,0
早通,2214
新崎,2734
新発田,0
新潟,0
西新発田,0
鮫,654
長苗代,0
種市,318
大久喜,0
陸中中野,0
階上,0
白銀,0
陸中夏井,0
小中野,0
平内,0
種差海岸,0
有家,0
玉川,0
宿戸,0
陸中八木,0
侍浜,0
陸奥白浜,0
角の浜,0
大蛇,0
陸奥湊,286
金浜,0
本八戸,2328
八戸,2904
久慈,486
倉賀野,0
丹荘,0
群馬藤岡,2442
松久,0
北藤岡,0
児玉,682
高麗川,9310
拝島,0
折原,0
金子,4046
小宮,6372
箱根ヶ崎,8790
毛呂,1438
寄居,842
竹沢,0
北八王子,18196
明覚,0
東飯能,11322
八王子,0
越生,1538
用土,0
小川町,1288
東福生,0
十日町,1012
内ヶ巻,0
森宮野原,80
足滝,0
上桑名川,0
西大滝,0
横倉,42
越後田沢,0
越後水沢,0
津南,206
越後岩沢,0
越後鹿渡,0
魚沼中条,0
下条,0
越後田中,0
信濃白鳥,20
越後川口,0
平滝,14
桑名川,0
土市,0
豊野,2640
立ヶ花,0
上境,0
替佐,256
戸狩野沢温泉,320
北飯山,0
蓮,0
信濃平,0
上今井,408
飯山,1950
信濃浅野,324
郡山,0
郡山,0
笈川,0
東長原,0
猪苗代,1192
翁島,0
磐梯町,304
磐梯熱海,524
猪苗代湖畔,0
川桁,0
山都,408
安子ヶ島,0
塩川,566
荻野,50
関都,0
喜久田,0
喜多方,1888
会津豊川,0
姥堂,0
広田,0
上戸,0
中山宿,0
会津若松,0
堂島,0
北五泉,1512
新関,0
東下条,0
鹿瀬,0
津川,342
五十島,0
日出谷,0
三川,0
新津,0
馬下,0
豊実,0
五泉,2140
尾登,0
徳沢,10
野沢,318
東新津,0
上野尻,30
猿和田,0
咲花,0
郡山,0
小川郷,0
要田,0
磐城常葉,0
赤井,0
三春,1814
菅谷,174
江田,0
夏井,0
神俣,344
郡山,0
小野新町,814
いわき,0
大越,0
舞木,0
川前,0
船引,1662
東松戸,39172
船橋法典,37082
市川大野,23536
新松戸,0
西船橋,0
新八柱,48990
東川口,69908
三郷,28634
南流山,66560
吉川,36164
南越谷,148382
新三郷,31404
北朝霞,140290
武蔵浦和,103698
東浦和,56744
南浦和,118062
西浦和,29356
北府中,30272
新秋津,77166
東所沢,30836
府中本町,0
新小平,23018
西国分寺,0
新座,40540
米沢,0
今泉,436
羽前松岡,0
犬川,0
成島,0
羽前小松,672
小国,226
中郡,0
伊佐領,0
羽前椿,54
羽前沼沢,0
萩生,0
手ノ子,0
南米沢,0
西米沢,0
越後大島,0
越後下関,184
坂町,0
越後片貝,0
越後金丸,0
岩沢,0
横川目,0
北上,0
ゆだ錦秋湖,0
藤根,332
立川目,0
和賀仙人,0
柳原,0
江釣子,0
矢美津,0
黒沢,0
ほっとゆだ,210
相野々,28
ゆだ高原,0
小松川,0
平石,0
横手,0
高崎,0
安中榛名,552
佐久平,0
軽井沢,7274
上田,5842
長野,0
矢作,0
燕,2052
弥彦,462
吉田,3166
西燕,0
北三条,778
燕三条,4464
東三条,0
余目,0
新庄,0
南野,0
古口,62
羽前前波,0
清川,0
狩川,166
高屋,0
津谷,0
升形,0
有備館,0
岩出山,420
塚目,0
上野目,0
池月,0
東大崎,0
西大崎,0
小牛田,0
西古川,0
古川,9532
北浦,0
陸前谷地,0
新庄,0
堺田,0
立小路,0
東長沢,0
鳴子御殿湯,120
赤倉温泉,0
大堀,0
南新庄,0
鵜杉,0
最上,0
長沢,0
瀬見温泉,0
鳴子温泉,452
中山平温泉,0
川渡温泉,0
小山,0
栃木,10402
思川,0
大平下,0
岩舟,0
山前,1744
佐野,7168
桐生,7910
岩宿,2506
新前橋,0
前橋,20706
前橋大島,3370
足利,6690
伊勢崎,11650
富田,0
小俣,0
駒形,5724
国定,3128
館林,10995
新伊勢崎,1283
福居,758
茂林寺前,1698
県,582
境町,1543
伊勢崎,6738
細谷,2659
韮川,2317
川俣,2782
木崎,2565
羽生,14264
世良田,469
多々良,670
東武和泉,1061
野州山辺,768
太田,11756
剛志,1416
足利市,6330
大袋,18424
一ノ割,18469
堀切,4406
新田,31697
鐘ヶ淵,12716
姫宮,5467
せんげん台,59513
浅草,0
西新井,66865
谷塚,38237
竹ノ塚,73186
小菅,5830
北越谷,53828
春日部,72856
曳舟,27559
新越谷,152540
草加,87341
北春日部,10461
蒲生,17571
東向島,19107
とうきょうスカイツリー,0
五反野,36439
浅草,48673
武里,16209
越谷,50477
獨協大学前,59221
梅島,34093
北千住,454781
牛田,22679
和戸,4073
加須,13789
東武動物公園,32463
久喜,52454
花崎,11036
鷲宮,7041
南羽生,3853
国谷,970
野州平川,1031
江曽島,2197
おもちゃのまち,2506
南宇都宮,1174
東武宇都宮,9894
安塚,1255
野州大塚,495
壬生,2314
西川田,2368
新栃木,0
西大家,4018
坂戸,0
武州唐沢,3056
越生,3939
東毛呂,5675
川角,15663
武州長瀬,4496
一本松,4258
新藤原,907
小佐越,436
新高徳,336
大桑,197
鬼怒川温泉,3062
鬼怒川公園,267
下今市,0
大谷向,191
曳舟,0
東あずま,7940
小村井,11247
亀戸,26817
亀戸水神,4074
太田,0
赤城,1224
藪塚,1101
阿左美,578
相老,797
治良門橋,589
新桐生,2121
三枚橋,621
館林,0
田沼,965
渡瀬,231
多田,156
堀米,377
佐野市,758
葛生,983
吉水,1104
佐野,3497
田島,131
太田,0
東小泉,1604
成島,1178
竜舞,587
西小泉,1432
小泉町,430
本中野,1036
館林,0
篠塚,228
西新井,0
大師前,14170
池袋,482214
大山,51813
北池袋,9902
成増,59640
上板橋,51674
下赤塚,16551
中板橋,28527
ときわ台,48527
朝霞台,163056
朝霞,68891
下板橋,16044
東武練馬,60646
和光市,176577
森林公園,14499
川越市,44676
柳瀬川,20787
鶴瀬,49596
若葉,38279
東武竹沢,768
北坂戸,20196
寄居,3885
川越,126451
東松山,29485
鶴ヶ島,33552
高坂,25678
みずほ台,41134
志木,105247
武蔵嵐山,7597
鉢形,1068
玉淀,526
男衾,1671
ふじみ野,67250
上福岡,56973
霞ヶ関,30046
新河岸,24912
つきのわ,4980
小川町,10151
坂戸,28748
新栃木,4017
樅山,565
板荷,73
新大平下,2669
楡木,251
下小代,200
家中,445
北鹿沼,169
栃木,11888
明神,238
東武金崎,534
合戦場,344
新鹿沼,3554
藤岡,1432
下今市,2504
東武日光,3726
上今市,101
新古河,1794
板倉東洋大前,4105
東武日光,0
柳生,1471
静和,1362
東武動物公園,0
幸手,14003
南栗橋,8825
杉戸高野台,11939
栗橋,11831
柏,146858
馬込沢,26786
増尾,13386
鎌ヶ谷,22898
逆井,14406
六実,15409
高柳,14124
塚田,15821
新船橋,13544
新柏,20337
船橋,115566
流山おおたかの森,56910
豊四季,15131
七光台,7204
梅郷,17269
運河,22029
川間,17286
南桜井,14881
藤の牛島,7262
春日部,0
清水公園,5085
八木崎,10811
初石,18741
野田市,10177
愛宕,9747
江戸川台,24425
大宮,137309
大和田,19883
七里,20556
北大宮,6282
岩槻,36915
東岩槻,20796
豊春,13654
大宮公園,10132
西船橋,120885
西船橋,0
飯山満,19096
東海神,8083
東葉勝田台,31391
船橋日大前,20096
八千代中央,23575
西船橋,0
村上,5875
北習志野,40326
八千代緑が丘,38893
立野,0
南阿蘇水の生まれる里白水高原,0
長陽,0
阿蘇下田城ふれあい温泉,0
中松,124
加勢,0
高森,130
阿蘇白川,1
見晴台,1
紀ノ川,0
磯ノ浦,140
八幡前,1575
西ノ庄,662
加太,767
二里ヶ浜,411
中松江,927
東松江,966
泉佐野,0
関西空港,34459
りんくうタウン,24607
高野山,2196
極楽橋,0
羽衣,0
高師浜,1631
伽羅橋,1532
汐見橋,602
芦原町,192
河内長野,28032
中百舌鳥,23493
下古沢,51
百舌鳥八幡,4549
大阪狭山市,9317
紀伊清水,289
林間田園都市,8355
橋本,8222
天見,367
千早口,256
九度山,618
三日市町,15049
沢ノ町,8040
岸里玉出,0
萩原天神,7416
狭山,5946
学文路,492
美加の台,4001
我孫子前,8446
初芝,16856
紀見峠,610
御幸辻,2829
千代田,14216
滝谷,5371
三国ヶ丘,39989
上古沢,14
紀伊細川,21
岸里玉出,0
極楽橋,32
紀伊神谷,10
高野下,101
金剛,33690
帝塚山,7876
北野田,34365
住吉東,6537
白鷺,10276
津守,745
西天下茶屋,249
堺東,59980
木津川,123
浅香山,8459
みさき公園,0
深日町,565
深日港,690
多奈川,661
難波,254694
岸里玉出,6672
天下茶屋,72641
岸里玉出,0
新今宮,95134
今宮戎,1425
萩ノ茶屋,1496
粉浜,4220
北助松,12595
住吉大社,8971
鶴原,3269
淡輪,2221
堺,38196
羽衣,21807
泉大津,28682
松ノ浜,3967
蛸地蔵,4742
岸和田,23945
鳥取ノ荘,3639
和歌山市,17041
住ノ江,12027
井原里,3156
樽井,8017
泉佐野,23954
石津川,14150
二色浜,4571
岡田浦,2373
吉見ノ里,3750
七道,11234
忠岡,9548
貝塚,20181
諏訪ノ森,8030
箱作,5108
尾崎,10870
湊,6551
春木,14746
みさき公園,5023
浜寺公園,4321
紀ノ川,2829
孝子,120
羽倉崎,6262
高石,9959
和泉大宮,4605
和歌山市,0
和歌山港,485
山下,0
日生中央,10940
ケーブル山上,403
黒川,403
平野,7109
山下,6847
光風台,3629
滝山,2147
鼓滝,5323
絹延橋,1742
多田,7092
一の鳥居,825
鴬の森,1162
妙見口,923
川西能勢口,0
畦野,7817
ときわ台,2364
笹部,150
松風町,0
函館駅前,0
深堀町,1336
柏木町,1563
競馬場前,525
昭和橋,733
堀川町,797
中央病院前,982
杉並町,1080
松風町,1494
駒場車庫前,390
湯の川,1731
函館アリーナ前,1301
千代台,623
五稜郭公園前,4498
新川町,618
湯の川温泉,1037
千歳町,552
谷地頭,863
宝来町,504
青柳町,224
十字街,0
魚市場通,604
末広町,884
函館どつく前,526
函館駅前,4791
市役所前,538
大町,381
十字街,2917
公園上,141
強羅,11396
公園下,80
中強羅,143
早雲山,4363
上強羅,103
宮ノ下,829
箱根湯本,11507
大平台,325
彫刻の森,849
強羅,0
塔ノ沢,110
入生田,1074
小田原,0
小涌谷,635
箱根板橋,2463
風祭,1730
山麓,603
山上,603
ケーブル延暦寺,540
ケーブル坂本,540
八代,648
出水,237
袋,20
水俣,398
阿久根,700
肥後田浦,82
米ノ津,200
野田郷,361
佐敷,574
上田浦,19
西出水,555
西方,17
肥後高田,443
日奈久温泉,108
海浦,31
肥後二見,92
新水俣,103
薩摩高城,5
折口,215
牛ノ浜,44
湯浦,155
たのうら御立岬公園,125
津奈木,109
高尾野,151
薩摩大川,18
草道,73
上川内,258
川内,388
丸の内,579
安野屋,192
諏訪川原,45
安野屋,0
大学前,2273
富山トヨペット本社前（五福末広町）,1087
丸の内,0
新富町,565
県庁前,365
電鉄富山駅・エスタ前,0
南富山,1345
上堀,286
大庄,213
朝菜町,107
月岡,111
開発,314
大川寺,129
上滝,363
岩峅寺,0
小杉,417
布市,264
南富山,0
不二越,399
稲荷町,0
大泉,232
電鉄富山駅・エスタ前,2177
中加積,251
音沢,79
堀川小泉,800
浦山,264
地鉄ビル前,363
電鉄魚津,867
小泉町,343
越中泉,70
寺田,368
東三日市,421
浜加積,89
新宮川,103
稲荷町,1176
宇奈月温泉,898
下立,93
滑川,347
電気ビル前,606
桜橋,635
越中舟橋,596
西魚津,163
電鉄富山,7752
南富山駅前,2011
若栗,65
電鉄石田,277
広貫堂前,325
西中野,359
愛本,243
越中中村,11
東新庄,920
上本町,251
大町,678
越中荏原,1614
西滑川,321
中滑川,796
早月加積,112
上市,1876
電鉄黒部,774
荻生,85
西町,1567
荒町,506
経田,966
栃屋,80
相ノ木,238
舌山,73
長屋,29
内山,191
越中三郷,532
西加積,52
下立口,49
新魚津,1503
下段,90
岩峅寺,417
本宮,25
榎町,411
田添,44
稚子塚,63
寺田,0
横江,52
五百石,902
立山,623
有峰口,83
千垣,118
釜ヶ淵,241
沢中山,70
富士山,0
富士急ハイランド,1173
河口湖,3034
葭池温泉前,139
谷村町,630
下吉田,498
上大月,99
三つ峠,483
富士山,1699
禾生,561
田野倉,631
東桂,482
寿,404
赤坂,771
都留市,445
月江寺,593
大月,3268
都留文科大学前,1802
十日市場,116
東京ディズニーシー･ステーション,46618
リゾートゲートウェイ･ステーション,38016
東京ディズニーランド･ステーション,17972
ベイサイド･ステーション,15528
花堂,60
越前武生,444
田原町,980
西鯖江,313
福井城址大名町,227
三十八社,51
福井,448
水落,193
ベル前,384
赤十字前,282
商工会議所前,34
ハーモニーホール,51
浅水,406
北府,232
足羽山公園口,15
神明,596
江端,92
家久,118
鳥羽中,89
西山公園,25
仁愛女子高校,155
サンドーム西,84
藤崎,24484
東比恵,22074
祗園,15310
姪浜,97119
唐人町,22042
赤坂,32299
福岡空港,52591
天神,144162
西新,48295
中洲川端,37054
大濠公園,21697
室見,16643
博多,156035
貝塚,21666
中洲川端,0
箱崎九大前,7217
呉服町,7961
箱崎宮前,8380
千代県庁口,9059
馬出九大病院前,12154
橋本,8691
梅林,3080
桜坂,3716
賀茂,5702
茶山,4843
野芥,7659
福大前,13633
渡辺通,7608
薬院大通,6064
七隈,9702
薬院,18354
天神南,29102
別府,10956
金山,5893
六本松,11214
次郎丸,5957
美術館図書館前,541
桜水,563
上松川,704
飯坂温泉,1071
医王寺前,616
笹谷,1157
曽根田,761
花水坂,531
平野,756
岩代清水,934
福島,4559
泉,424
田川伊田,0
上金田,142
田川市立病院,177
糒,217
ふれあい生力,178
中泉,79
直方,1413
南直方御殿口,57
あかぢ,45
金田,680
市場,48
藤棚,179
赤池,268
人見,109
下伊田,240
金田,0
田川後藤寺,423
豊前大熊,44
大藪,213
松山,28
糸田,149
田川伊田,848
行橋,734
犀川,271
新豊津,259
油須原,94
勾金,293
上伊田,69
今川河童,71
美夜古泉,122
赤,46
内田,24
源じいの森,40
豊津,53
崎山,38
柿下温泉口,40
東犀川三四郎,42
杉山,0
向ヶ丘,0
植田,0
柳生橋,0
神戸,0
やぐま台,0
小池,0
南栄,3732
老津,0
愛知大学前,0
三河田原,3006
大清水,2925
高師,2868
芦原,0
新豊橋,18228
豊島,0
市役所前,0
東八町,0
運動公園前,0
駅前,0
前畑,0
駅前大通,0
新川,0
赤岩口,0
競輪場前,0
豊橋公園前,0
東田坂上,0
札木,0
東田,0
井原,0
くびき,138
魚沼丘陵,121
大池いこいの森,12
しんざ,137
ほくほく大島,104
美佐島,9
十日町,1418
六日町,1017
まつだい,473
虫川大杉,254
うらがわら,188
犀潟,0
木古内,150
中小国,0
津軽今別,0
緑,0
川湯温泉,0
鱒浦,0
止別,0
桂台,0
五十石,0
網走,0
浜小清水,0
中斜里,0
茅沼,0
美留和,0
塘路,0
清里町,0
藻琴,0
札弦,0
東釧路,0
摩周,90
原生花園,0
遠矢,0
釧路湿原,0
南斜里,0
北浜,0
磯分内,0
知床斜里,236
細岡,0
標茶,310
南弟子屈,0
五稜郭,0
清川口,180
上磯,180
茂辺地,30
七重浜,250
泉沢,10
札苅,10
東久根別,120
釜谷,10
久根別,130
渡島当別,60
東釧路,0
厚岸,294
姉別,0
昆布盛,0
落石,0
帯広,3514
音別,70
十弗,0
門静,0
利別,0
尾幌,0
西庶路,0
庶路,0
白糠,82
古瀬,0
厚内,0
新富士,0
釧路,2192
直別,0
東根室,0
浦幌,132
花咲,0
別当賀,0
新大楽毛,0
稲士別,0
糸魚沢,0
札内,632
上尾幌,0
茶内,0
上厚内,0
武佐,0
厚床,0
初田牛,0
大楽毛,0
豊頃,0
別保,0
池田,508
西和田,0
新吉野,0
尺別,0
幕別,416
浜中,0
根室,218
富良野,0
羽帯,0
島ノ下,0
平岸,0
野花南,0
赤平,200
下金山,0
芽室,670
新得,0
山部,0
上芦別,0
幾寅,0
芦別,218
大成,0
茂尻,0
柏林台,0
東鹿越,0
金山,0
西帯広,0
御影,0
布部,0
落合,0
十勝清水,602
東滝川,0
滝川,0
桑園,0
札比内,0
石狩金沢,0
北海道医療大学,0
下徳富,0
新十津川,0
本中小屋,0
鶴沼,0
篠路,6278
あいの里公園,0
新川,6646
中小屋,0
石狩太美,0
知来乙,0
百合が原,0
豊ヶ岡,0
南下徳富,0
あいの里教育大,7634
浦臼,0
石狩当別,4872
月ヶ岡,0
石狩月形,100
太平,0
八軒,4724
晩生内,0
於札内,0
新琴似,8194
札的,0
拓北,5130
追分,532
志文,0
栗丘,0
三川,0
栗山,0
由仁,0
古山,0
安平,0
栗沢,0
岩見沢,0
白老,1426
鷲別,0
母恋,0
登別,824
洞爺,570
東室蘭,3880
早来,0
豊浦,0
沼ノ端,0
伊達紋別,1136
幌別,1474
崎守,0
輪西,0
遠浅,0
萩野,0
大岸,0
青葉,0
小幌,0
礼文,0
有珠,0
社台,0
糸井,0
長万部,0
御崎,0
竹浦,0
黄金,0
静狩,0
虎杖浜,0
苫小牧,7354
稀府,0
長和,0
北吉原,0
錦岡,0
富浦,0
室蘭,1238
本輪西,0
北舟岡,0
北剣淵,0
北比布,0
東六線,0
雄信内,0
智北,0
北永山,0
美深,130
南美深,0
旭川,0
初野,0
豊清水,0
蘭留,0
糠南,0
南比布,0
智恵文,0
塩狩,0
東風連,0
日進,0
天塩中川,0
歌内,0
永山,1002
和寒,0
天塩川温泉,0
下士別,0
筬島,0
旭川四条,0
問寒別,0
多寄,0
恩根内,0
佐久,0
剣淵,0
比布,0
新旭川,0
士別,632
名寄,802
風連,0
咲来,0
紋穂内,0
瑞穂,0
北星,0
音威子府,56
豊富,0
抜海,0
安牛,0
幌延,88
下沼,0
勇知,0
南幌延,0
上幌延,0
兜沼,0
南稚内,152
稚内,168
徳満,0
新得,500
南清水沢,0
新夕張,106
清水沢,0
鹿ノ谷,0
沼ノ沢,0
十三里,0
占冠,18
滝ノ上,0
夕張,0
トマム,0
南千歳,0
追分,0
川端,0
東追分,0
網走,676
瀬戸瀬,0
西女満別,0
美幌,500
下白滝,0
遠軽,400
生田原,0
愛し野,0
北見,1436
女満別,0
端野,0
相内,0
金華,0
西留辺蘂,0
留辺蘂,0
東相内,0
西北見,0
丸瀬布,0
生野,0
呼人,0
旧白滝,0
安国,0
柏陽,0
緋牛内,0
新旭川,0
東雲,0
上川,312
安足間,0
当麻,0
中愛別,0
上白滝,0
愛別,0
伊香牛,0
東旭川,0
北日ノ出,0
南永山,0
将軍山,0
白滝,0
愛山,0
桜岡,0
白石,0
美々,0
上野幌,5756
北広島,15400
新千歳空港,34192
南千歳,2794
長都,0
恵庭,14668
恵み野,6950
平和,5474
新札幌,29198
サッポロビール庭園,0
島松,3870
千歳,17874
沼ノ端,0
植苗,0
日高東別,0
豊郷,0
荻伏,0
様似,12
新冠,0
絵笛,0
東町,0
蓬栄,0
東静内,0
富川,0
節婦,0
鵡川,0
日高三石,0
大狩部,0
本桐,0
西様似,0
春立,0
汐見,0
静内,336
日高門別,0
鵜苫,0
清畠,0
浦河,8
厚賀,0
日高幌別,0
苫小牧,0
勇払,0
浜田浦,0
浜厚真,0
旭川,10666
妹背牛,0
伊納,0
深川,2198
近文,0
江部乙,0
納内,0
滝川,3260
岩見沢,9588
野幌,13188
銭函,3922
美唄,2736
銀山,0
豊幌,0
小樽,18796
南小樽,3874
倶知安,1074
塩谷,0
比羅夫,0
ニセコ,210
然別,0
蘭越,154
稲穂,0
札幌,198872
小沢,0
高砂,5660
厚別,6624
昆布,0
蘭島,0
砂川,1410
白石,16364
手稲,31320
光珠内,0
峰延,0
奈井江,524
江別,7404
琴似,23384
大麻,14230
小樽築港,5000
余市,1330
星置,12340
ほしみ,0
幌向,2418
苗穂,8466
稲積公園,9514
仁木,0
豊沼,0
札幌,0
森林公園,8346
茶志内,0
発寒中央,8660
朝里,0
上幌向,0
桑園,20964
発寒,9096
長万部,300
五稜郭,1384
鹿部,0
森,556
落部,0
山越,0
池田園,0
流山温泉,0
北豊津,0
二股,0
渡島沼尻,0
石谷,0
銚子口,0
東山,0
野田生,0
石倉,0
仁山,0
黒岩,0
八雲,456
掛澗,0
蕨岱,0
大中山,0
東森,0
山崎,0
熱郛,0
大沼,164
渡島砂原,0
尾白内,0
赤井川,0
駒ヶ岳,0
函館,6190
本石倉,0
姫川,0
鷲ノ巣,0
桂川,0
七飯,1028
黒松内,0
中ノ沢,0
目名,0
新函館北斗,134
国縫,0
桔梗,626
大沼公園,302
美瑛,1024
北美瑛,0
千代ヶ岡,0
西瑞穂,0
中富良野,0
富良野,1316
旭川,0
西神楽,0
美馬牛,0
西中,0
西御料,0
緑が丘,0
鹿討,0
学田,0
神楽岡,0
上富良野,694
西聖和,0
深川,0
秩父別,0
北秩父別,0
北一已,0
石狩沼田,194
恵比島,0
幌糠,0
藤山,0
真布,0
舎熊,0
阿分,0
峠下,0
増毛,0
朱文別,0
礼受,0
箸別,0
信砂,0
留萌,98
瀬越,0
大和田,0
宮津,769
西舞鶴,392
京丹後大宮,146
コウノトリの郷,3
天橋立,457
東雲,16
久美浜,94
四所,20
与謝野,264
栗田,219
